,X1,X2,pearson_abs,pearson_dir
860,nbpd_min,nbps_min,0.6133950825370789,1.0
1012,nbps_min,nbpd_min,0.6133950825370789,1.0
467,heart_rate_max,heart_rate_min,0.6086880401702306,1.0
391,heart_rate_min,heart_rate_max,0.6086880401702306,1.0
1871,calcium_max,calcium_min,0.6013164602294412,1.0
1795,calcium_min,calcium_max,0.6013164602294412,1.0
3763,sofa,norepinephrine,0.5960342848182454,1.0
5207,norepinephrine,sofa,0.5960342848182454,1.0
2276,bicarbonate_min,pco2_min,0.5745385237461849,1.0
3340,pco2_min,bicarbonate_min,0.5745385237461849,1.0
2353,bicarbonate_max,pco2_min,0.5443378870232197,1.0
3341,pco2_min,bicarbonate_max,0.5443378870232197,1.0
3743,sofa,gcs_min,0.5123999718240474,-1.0
3667,gcs_min,sofa,0.5123999718240474,-1.0
3431,pco2_max,pco2_min,0.5113398970427532,1.0
3355,pco2_min,pco2_max,0.5113398970427532,1.0
3617,po2_max,abpd,0.5061587642479415,1.0
5821,abpd,po2_max,0.5061587642479415,1.0
5744,abps,po2_max,0.5060979128162838,1.0
3616,po2_max,abps,0.5060979128162838,1.0
3618,po2_max,abpm,0.5036396970774192,1.0
5898,abpm,po2_max,0.5036396970774192,1.0
2495,potassium_max,potassium_min,0.48665679146485546,1.0
2419,potassium_min,potassium_max,0.48665679146485546,1.0
3201,ph_min,pco2_max,0.47879820237414195,-1.0
3429,pco2_max,ph_min,0.47879820237414195,-1.0
4521,admission_type_urgent,admission_type_ew_emer,0.4742547840374089,-1.0
4293,admission_type_ew_emer,admission_type_urgent,0.4742547840374089,-1.0
3511,po2_min,po2_max,0.4494967267871953,1.0
3587,po2_max,po2_min,0.4494967267871953,1.0
2354,bicarbonate_max,pco2_max,0.4485884194720269,1.0
3418,pco2_max,bicarbonate_max,0.4485884194720269,1.0
5766,abps,phenylephrine,0.4426197674279285,1.0
5310,phenylephrine,abps,0.4426197674279285,1.0
5843,abpd,phenylephrine,0.4423512880147185,1.0
5311,phenylephrine,abpd,0.4423512880147185,1.0
5920,abpm,phenylephrine,0.44165234611556553,1.0
5312,phenylephrine,abpm,0.44165234611556553,1.0
5380,vasopressin,norepinephrine,0.40326208562218,1.0
5228,norepinephrine,vasopressin,0.40326208562218,1.0
3275,ph_max,ph_min,0.4028830303213276,1.0
3199,ph_min,ph_max,0.4028830303213276,1.0
2107,glucose_min,glucose_max,0.3986739607248484,1.0
2183,glucose_max,glucose_min,0.3986739607248484,1.0
844,nbpm_max,abps,0.39695655745976777,-1.0
5708,abps,nbpm_max,0.39695655745976777,-1.0
845,nbpm_max,abpd,0.39681613699048573,-1.0
5785,abpd,nbpm_max,0.39681613699048573,-1.0
846,nbpm_max,abpm,0.39526224415386424,-1.0
5862,abpm,nbpm_max,0.39526224415386424,-1.0
999,nbpd_max,abpd,0.3918561585104866,-1.0
5787,abpd,nbpd_max,0.3918561585104866,-1.0
5710,abps,nbpd_max,0.39183886202304796,-1.0
998,nbpd_max,abps,0.39183886202304796,-1.0
1000,nbpd_max,abpm,0.3907929963799754,-1.0
5864,abpm,nbpd_max,0.3907929963799754,-1.0
2274,bicarbonate_min,ph_min,0.3894413134733503,1.0
3186,ph_min,bicarbonate_min,0.3894413134733503,1.0
3205,ph_min,sofa,0.3894269835092923,-1.0
3737,sofa,ph_min,0.3894269835092923,-1.0
3765,sofa,vasopressin,0.3848699516995524,1.0
5361,vasopressin,sofa,0.3848699516995524,1.0
5282,phenylephrine,po2_max,0.3842809466743668,1.0
3610,po2_max,phenylephrine,0.3842809466743668,1.0
3353,pco2_min,ph_max,0.37324332173125674,-1.0
3277,ph_max,pco2_min,0.37324332173125674,-1.0
2277,bicarbonate_min,pco2_max,0.3720554467918405,1.0
3417,pco2_max,bicarbonate_min,0.3720554467918405,1.0
311,height_chart,weight,0.3678926100689739,1.0
235,weight,height_chart,0.3678926100689739,1.0
2256,bicarbonate_min,calcium_min,0.3663865245924997,1.0
1800,calcium_min,bicarbonate_min,0.3663865245924997,1.0
547,temperature_min,temperature_max,0.35996097104638924,1.0
623,temperature_max,temperature_min,0.35996097104638924,1.0
3756,sofa,ventilation_status_invasivevent,0.3506010998322213,1.0
4668,ventilation_status_invasivevent,sofa,0.3506010998322213,1.0
5901,abpm,urineoutput,0.3427563196633759,-1.0
3849,urineoutput,abpm,0.3427563196633759,-1.0
3847,urineoutput,abps,0.3412621313657281,-1.0
5747,abps,urineoutput,0.3412621313657281,-1.0
5824,abpd,urineoutput,0.3411379970863956,-1.0
3848,urineoutput,abpd,0.3411379970863956,-1.0
4367,admission_type_observation_admit,admission_type_ew_emer,0.34081983157492646,-1.0
4291,admission_type_ew_emer,admission_type_observation_admit,0.34081983157492646,-1.0
4292,admission_type_ew_emer,admission_type_surgical_same_day_admission,0.33821903665480885,-1.0
4444,admission_type_surgical_same_day_admission,admission_type_ew_emer,0.33821903665480885,-1.0
3615,po2_max,bilirubin,0.3381774970173421,-1.0
5667,bilirubin,po2_max,0.3381774970173421,-1.0
3718,sofa,bun_max,0.3356752040809106,1.0
1742,bun_max,sofa,0.3356752040809106,1.0
5712,abps,nbps_max,0.33450554556078527,-1.0
1152,nbps_max,abps,0.33450554556078527,-1.0
5789,abpd,nbps_max,0.3341512595034653,-1.0
1153,nbps_max,abpd,0.3341512595034653,-1.0
1154,nbps_max,abpm,0.33268092160811596,-1.0
5866,abpm,nbps_max,0.33268092160811596,-1.0
2050,creatinine_max,sofa,0.332444130111179,1.0
3722,sofa,creatinine_max,0.332444130111179,1.0
622,temperature_max,heart_rate_max,0.3302456892816296,1.0
470,heart_rate_max,temperature_max,0.3302456892816296,1.0
202,suspected_infection,sofa,0.32917048585780156,1.0
3698,sofa,suspected_infection,0.32917048585780156,1.0
1238,rr_max,heart_rate_max,0.3180930338483173,1.0
478,heart_rate_max,rr_max,0.3180930338483173,1.0
2426,potassium_min,magnesium_min,0.31182682112304294,1.0
3034,magnesium_min,potassium_min,0.31182682112304294,1.0
1810,calcium_min,magnesium_min,0.3103733814457136,1.0
3026,magnesium_min,calcium_min,0.3103733814457136,1.0
3717,sofa,bun_min,0.3082050329711049,1.0
1665,bun_min,sofa,0.3082050329711049,1.0
3513,po2_min,sofa,0.3036796601980153,-1.0
3741,sofa,po2_min,0.3036796601980153,-1.0
5172,norepinephrine,nbps_min,0.3018721691824495,-1.0
1068,nbps_min,norepinephrine,0.3018721691824495,-1.0
5678,bilirubin,admission_type_surgical_same_day_admission,0.30114271643242413,-1.0
4462,admission_type_surgical_same_day_admission,bilirubin,0.30114271643242413,-1.0
3554,po2_max,nbpd_max,0.2978319854128329,-1.0
970,nbpd_max,po2_max,0.2978319854128329,-1.0
3584,po2_max,ph_max,0.29606921979010586,1.0
3280,ph_max,po2_max,0.29606921979010586,1.0
816,nbpm_max,po2_max,0.2960430794071614,-1.0
3552,po2_max,nbpm_max,0.2960430794071614,-1.0
3769,sofa,bilirubin,0.2941605072944095,1.0
5669,bilirubin,sofa,0.2941605072944095,1.0
5246,phenylephrine,nbpm_max,0.2941135940586438,-1.0
838,nbpm_max,phenylephrine,0.2941135940586438,-1.0
2031,creatinine_max,bicarbonate_min,0.2916992916589733,-1.0
2259,bicarbonate_min,creatinine_max,0.2916992916589733,-1.0
1973,creatinine_min,sofa,0.2897441436369879,1.0
3721,sofa,creatinine_min,0.2897441436369879,1.0
3224,ph_min,norepinephrine,0.28963031946743534,-1.0
5200,norepinephrine,ph_min,0.28963031946743534,-1.0
2261,bicarbonate_min,glucose_max,0.2852008181230152,-1.0
2185,glucose_max,bicarbonate_min,0.2852008181230152,-1.0
5250,phenylephrine,nbps_max,0.28476066936662214,-1.0
1146,nbps_max,phenylephrine,0.28476066936662214,-1.0
5248,phenylephrine,nbpd_max,0.2824160680304718,-1.0
992,nbpd_max,phenylephrine,0.2824160680304718,-1.0
2281,bicarbonate_min,sofa,0.28219779012130175,-1.0
3725,sofa,bicarbonate_min,0.28219779012130175,-1.0
1015,nbps_min,nbps_max,0.2795517748024823,1.0
1091,nbps_max,nbps_min,0.2795517748024823,1.0
3821,urineoutput,sofa,0.2786788238098387,-1.0
3745,sofa,urineoutput,0.2786788238098387,-1.0
3719,sofa,calcium_min,0.2765000857133908,-1.0
1819,calcium_min,sofa,0.2765000857133908,-1.0
5848,abpd,bilirubin,0.275378405242282,-1.0
5696,bilirubin,abpd,0.275378405242282,-1.0
5695,bilirubin,abps,0.2752899769213098,-1.0
5771,abps,bilirubin,0.2752899769213098,-1.0
5697,bilirubin,abpm,0.2734059741654791,-1.0
5925,abpm,bilirubin,0.2734059741654791,-1.0
2034,creatinine_max,potassium_max,0.2718171257072129,1.0
2490,potassium_max,creatinine_max,0.2718171257072129,1.0
3833,urineoutput,ventilation_status_invasivevent,0.26933778145138676,-1.0
4669,ventilation_status_invasivevent,urineoutput,0.26933778145138676,-1.0
3768,sofa,albumin,0.26931379348055834,1.0
5592,albumin,sofa,0.26931379348055834,1.0
4661,ventilation_status_invasivevent,ph_min,0.2679700617332462,-1.0
3217,ph_min,ventilation_status_invasivevent,0.2679700617332462,-1.0
2492,potassium_max,glucose_max,0.26746891495621633,1.0
2188,glucose_max,potassium_max,0.26746891495621633,1.0
2714,wbc_min,platelet_min,0.2654121311505528,1.0
1498,platelet_min,wbc_min,0.2654121311505528,1.0
3715,sofa,platelet_min,0.2649217591964623,-1.0
1511,platelet_min,sofa,0.2649217591964623,-1.0
5590,albumin,po2_max,0.2644571750623697,-1.0
3614,po2_max,albumin,0.2644571750623697,-1.0
3709,sofa,nbps_min,0.26393132865926183,-1.0
1049,nbps_min,sofa,0.26393132865926183,-1.0
2505,potassium_max,ph_min,0.26353114422935714,-1.0
3189,ph_min,potassium_max,0.26353114422935714,-1.0
4696,ventilation_status_invasivevent,abpm,0.26219359603815445,1.0
5912,abpm,ventilation_status_invasivevent,0.26219359603815445,1.0
1726,bun_max,potassium_max,0.26174518831561944,1.0
2486,potassium_max,bun_max,0.26174518831561944,1.0
5835,abpd,ventilation_status_invasivevent,0.2612214267782079,1.0
4695,ventilation_status_invasivevent,abpd,0.2612214267782079,1.0
3264,ph_max,bicarbonate_max,0.2611462558414997,1.0
2352,bicarbonate_max,ph_max,0.2611462558414997,1.0
5758,abps,ventilation_status_invasivevent,0.26085221994520646,1.0
4694,ventilation_status_invasivevent,abps,0.26085221994520646,1.0
2275,bicarbonate_min,ph_max,0.2581481301102913,1.0
3263,ph_max,bicarbonate_min,0.2581481301102913,1.0
393,heart_rate_min,temperature_max,0.25567589697390924,1.0
621,temperature_max,heart_rate_min,0.25567589697390924,1.0
1386,spo2_max,n_stays,0.25554941305927875,-1.0
18,n_stays,spo2_max,0.25554941305927875,-1.0
401,heart_rate_min,rr_max,0.25411736843715543,1.0
1237,rr_max,heart_rate_min,0.25411736843715543,1.0
4464,admission_type_surgical_same_day_admission,abpd,0.2527026612671379,1.0
5832,abpd,admission_type_surgical_same_day_admission,0.2527026612671379,1.0
4463,admission_type_surgical_same_day_admission,abps,0.25219603824111936,1.0
5755,abps,admission_type_surgical_same_day_admission,0.25219603824111936,1.0
126,anchor_age,urineoutput,0.25191368654816587,-1.0
3774,urineoutput,anchor_age,0.25191368654816587,-1.0
4461,admission_type_surgical_same_day_admission,albumin,0.2513011995720308,-1.0
5601,albumin,admission_type_surgical_same_day_admission,0.2513011995720308,-1.0
5909,abpm,admission_type_surgical_same_day_admission,0.2506464098193958,1.0
4465,admission_type_surgical_same_day_admission,abpm,0.2506464098193958,1.0
463,heart_rate_max,anchor_age,0.2503168281362692,-1.0
83,anchor_age,heart_rate_max,0.2503168281362692,-1.0
2333,bicarbonate_max,calcium_min,0.24846424223721184,1.0
1801,calcium_min,bicarbonate_max,0.24846424223721184,1.0
678,temperature_max,ventilation_status_oxygen,0.24681366561692436,-1.0
4782,ventilation_status_oxygen,temperature_max,0.24681366561692436,-1.0
295,weight,gender_m,0.2461471515335448,1.0
4931,gender_m,weight,0.2461471515335448,1.0
4309,admission_type_ew_emer,abps,0.24609511962961364,-1.0
5753,abps,admission_type_ew_emer,0.24609511962961364,-1.0
4310,admission_type_ew_emer,abpd,0.2460667930538537,-1.0
5830,abpd,admission_type_ew_emer,0.2460667930538537,-1.0
221,suspected_infection,norepinephrine,0.2449277044086325,1.0
5161,norepinephrine,suspected_infection,0.2449277044086325,1.0
5907,abpm,admission_type_ew_emer,0.2441467707686284,-1.0
4311,admission_type_ew_emer,abpm,0.2441467707686284,-1.0
3049,magnesium_min,po2_max,0.2439401267619432,1.0
3581,po2_max,magnesium_min,0.2439401267619432,1.0
930,nbpd_max,heart_rate_max,0.24383243483606704,1.0
474,heart_rate_max,nbpd_max,0.24383243483606704,1.0
3538,po2_min,bilirubin,0.2435542024179323,-1.0
5666,bilirubin,po2_min,0.2435542024179323,-1.0
3187,ph_min,bicarbonate_max,0.24257690420205827,1.0
2351,bicarbonate_max,ph_min,0.24257690420205827,1.0
5354,vasopressin,ph_min,0.24245266889691328,-1.0
3226,ph_min,vasopressin,0.24245266889691328,-1.0
5168,norepinephrine,nbpm_min,0.24153736495847422,-1.0
760,nbpm_min,norepinephrine,0.24153736495847422,-1.0
5188,norepinephrine,bicarbonate_min,0.24012701632310327,-1.0
2300,bicarbonate_min,norepinephrine,0.24012701632310327,-1.0
211,suspected_infection,admission_type_surgical_same_day_admission,0.23922161567111405,-1.0
4391,admission_type_surgical_same_day_admission,suspected_infection,0.23922161567111405,-1.0
2255,bicarbonate_min,bun_max,0.23846930251542517,-1.0
1723,bun_max,bicarbonate_min,0.23846930251542517,-1.0
1171,rr_min,rr_max,0.2374951440883962,1.0
1247,rr_max,rr_min,0.2374951440883962,1.0
4834,ventilation_status_oxygen,ventilation_status_invasivevent,0.23723900730639033,-1.0
4682,ventilation_status_invasivevent,ventilation_status_oxygen,0.23723900730639033,-1.0
741,nbpm_min,sofa,0.23646221830105424,-1.0
3705,sofa,nbpm_min,0.23646221830105424,-1.0
2715,wbc_min,platelet_max,0.23633669913157723,1.0
1575,platelet_max,wbc_min,0.23633669913157723,1.0
3602,po2_max,ventilation_status_invasivevent,0.23546720305462118,1.0
4666,ventilation_status_invasivevent,po2_max,0.23546720305462118,1.0
1124,nbps_max,po2_max,0.23540668770647585,-1.0
3556,po2_max,nbps_max,0.23540668770647585,-1.0
2570,sodium_min,bicarbonate_min,0.23486749020920086,1.0
2266,bicarbonate_min,sodium_min,0.23486749020920086,1.0
5741,abps,pco2_min,0.2347083353323078,-1.0
3385,pco2_min,abps,0.2347083353323078,-1.0
5818,abpd,pco2_min,0.23463303353605694,-1.0
3386,pco2_min,abpd,0.23463303353605694,-1.0
201,suspected_infection,gcs_min,0.2344368914176145,-1.0
3621,gcs_min,suspected_infection,0.2344368914176145,-1.0
3387,pco2_min,abpm,0.23411372303726385,-1.0
5895,abpm,pco2_min,0.23411372303726385,-1.0
1230,rr_min,abpd,0.23387124904809425,-1.0
5790,abpd,rr_min,0.23387124904809425,-1.0
5867,abpm,rr_min,0.23355166097815566,-1.0
1231,rr_min,abpm,0.23355166097815566,-1.0
5713,abps,rr_min,0.23339873998678093,-1.0
1229,rr_min,abps,0.23339873998678093,-1.0
5285,phenylephrine,urineoutput,0.23291025218570408,-1.0
3841,urineoutput,phenylephrine,0.23291025218570408,-1.0
2618,sodium_max,n_stays,0.23285282677694072,-1.0
34,n_stays,sodium_max,0.23285282677694072,-1.0
386,heart_rate_min,anchor_age,0.2327237739541026,-1.0
82,anchor_age,heart_rate_min,0.2327237739541026,-1.0
1812,calcium_min,ph_min,0.23117200206975463,1.0
3180,ph_min,calcium_min,0.23117200206975463,1.0
4775,ventilation_status_oxygen,anchor_age,0.23013975684751609,1.0
139,anchor_age,ventilation_status_oxygen,0.23013975684751609,1.0
1802,calcium_min,potassium_min,0.22966306796704516,1.0
2410,potassium_min,calcium_min,0.22966306796704516,1.0
5182,norepinephrine,calcium_min,0.22896250162454637,-1.0
1838,calcium_min,norepinephrine,0.22896250162454637,-1.0
3560,po2_max,spo2_max,0.22842722535780183,1.0
1432,spo2_max,po2_max,0.22842722535780183,1.0
3202,ph_min,po2_min,0.2278845816714437,1.0
3506,po2_min,ph_min,0.2278845816714437,1.0
2258,bicarbonate_min,creatinine_min,0.22737371719308316,-1.0
1954,creatinine_min,bicarbonate_min,0.22737371719308316,-1.0
1957,creatinine_min,potassium_max,0.22730167934720033,1.0
2489,potassium_max,creatinine_min,0.22730167934720033,1.0
3819,urineoutput,po2_max,0.22665622579932165,-1.0
3591,po2_max,urineoutput,0.22665622579932165,-1.0
1878,calcium_max,bicarbonate_max,0.226304323859657,1.0
2334,bicarbonate_max,calcium_max,0.226304323859657,1.0
617,temperature_max,anchor_age,0.2253260759740916,-1.0
85,anchor_age,temperature_max,0.2253260759740916,-1.0
2464,potassium_max,n_stays,0.22381046639195726,-1.0
32,n_stays,potassium_max,0.22381046639195726,-1.0
2792,wbc_max,platelet_max,0.22336078807089652,1.0
1576,platelet_max,wbc_max,0.22336078807089652,1.0
5689,bilirubin,phenylephrine,0.22301492748487237,-1.0
5309,phenylephrine,bilirubin,0.22301492748487237,-1.0
3058,magnesium_min,admission_type_ew_emer,0.2227323508594113,-1.0
4274,admission_type_ew_emer,magnesium_min,0.2227323508594113,-1.0
1223,rr_min,phenylephrine,0.22125059659516344,-1.0
5251,phenylephrine,rr_min,0.22125059659516344,-1.0
3076,magnesium_min,bilirubin,0.22092756339606145,-1.0
5660,bilirubin,magnesium_min,0.22092756339606145,-1.0
2197,glucose_max,ph_min,0.2200790795720536,-1.0
3185,ph_min,glucose_max,0.2200790795720536,-1.0
2178,glucose_max,bun_max,0.22005504466079795,1.0
1722,bun_max,glucose_max,0.22005504466079795,1.0
2485,potassium_max,bun_min,0.21876071109728942,1.0
1649,bun_min,potassium_max,0.21876071109728942,1.0
5232,norepinephrine,bilirubin,0.21760746431295389,1.0
5688,bilirubin,norepinephrine,0.21760746431295389,1.0
472,heart_rate_max,nbpm_max,0.21732492212034543,1.0
776,nbpm_max,heart_rate_max,0.21732492212034543,1.0
5296,phenylephrine,ventilation_status_invasivevent,0.21616143624152934,1.0
4688,ventilation_status_invasivevent,phenylephrine,0.21616143624152934,1.0
48,n_stays,sofa,0.2150799961407869,1.0
3696,sofa,n_stays,0.2150799961407869,1.0
4303,admission_type_ew_emer,phenylephrine,0.21451327439219994,-1.0
5291,phenylephrine,admission_type_ew_emer,0.21451327439219994,-1.0
3599,po2_max,admission_type_surgical_same_day_admission,0.21438538741963084,1.0
4435,admission_type_surgical_same_day_admission,po2_max,0.21438538741963084,1.0
3557,po2_max,rr_min,0.2118554237146638,-1.0
1201,rr_min,po2_max,0.2118554237146638,-1.0
3679,gcs_min,ventilation_status_invasivevent,0.21137272292468665,-1.0
4667,ventilation_status_invasivevent,gcs_min,0.21137272292468665,-1.0
5770,abps,albumin,0.21121583647571202,-1.0
5618,albumin,abps,0.21121583647571202,-1.0
5619,albumin,abpd,0.21119453170867936,-1.0
5847,abpd,albumin,0.21119453170867936,-1.0
5924,abpm,albumin,0.21110555883548632,-1.0
5620,albumin,abpm,0.21110555883548632,-1.0
5219,norepinephrine,ventilation_status_invasivevent,0.21014746684331648,1.0
4687,ventilation_status_invasivevent,norepinephrine,0.21014746684331648,1.0
3585,po2_max,pco2_min,0.2100126845698865,-1.0
3357,pco2_min,po2_max,0.2100126845698865,-1.0
5536,milrinone,vasopressin,0.20996186740420958,1.0
5384,vasopressin,milrinone,0.20996186740420958,1.0
779,nbpm_max,nbpm_min,0.2095798218189365,1.0
703,nbpm_min,nbpm_max,0.2095798218189365,1.0
214,suspected_infection,ventilation_status_invasivevent,0.20889844797374438,1.0
4622,ventilation_status_invasivevent,suspected_infection,0.20889844797374438,1.0
3009,magnesium_min,heart_rate_max,0.20872563285208848,-1.0
501,heart_rate_max,magnesium_min,0.20872563285208848,-1.0
2272,bicarbonate_min,magnesium_min,0.20826969677706197,1.0
3032,magnesium_min,bicarbonate_min,0.20826969677706197,1.0
4664,ventilation_status_invasivevent,pco2_max,0.20754172907319496,1.0
3448,pco2_max,ventilation_status_invasivevent,0.20754172907319496,1.0
3011,magnesium_min,temperature_max,0.2069913532409849,-1.0
655,temperature_max,magnesium_min,0.2069913532409849,-1.0
5342,vasopressin,bicarbonate_min,0.20665761838880048,-1.0
2302,bicarbonate_min,vasopressin,0.20665761838880048,-1.0
3561,po2_max,platelet_min,0.20517252906072497,-1.0
1509,platelet_min,po2_max,0.20517252906072497,-1.0
5633,bilirubin,nbpd_max,0.20435383704845533,1.0
997,nbpd_max,bilirubin,0.20435383704845533,1.0
2493,potassium_max,bicarbonate_min,0.20400465719579608,-1.0
2265,bicarbonate_min,potassium_max,0.20400465719579608,-1.0
2569,sodium_min,glucose_max,0.20287322990497667,-1.0
2189,glucose_max,sodium_min,0.20287322990497667,-1.0
2541,sodium_min,n_stays,0.20257635862731793,-1.0
33,n_stays,sodium_min,0.20257635862731793,-1.0
5583,albumin,magnesium_min,0.2023499727670404,-1.0
3075,magnesium_min,albumin,0.2023499727670404,-1.0
4522,admission_type_urgent,admission_type_observation_admit,0.20224581103722142,-1.0
4370,admission_type_observation_admit,admission_type_urgent,0.20224581103722142,-1.0
2460,potassium_min,bilirubin,0.20103949376355557,-1.0
5652,bilirubin,potassium_min,0.20103949376355557,-1.0
3707,sofa,nbpd_min,0.20099602468612204,-1.0
895,nbpd_min,sofa,0.20099602468612204,-1.0
2043,creatinine_max,ph_min,0.20080306608494233,-1.0
3183,ph_min,creatinine_max,0.20080306608494233,-1.0
4447,admission_type_surgical_same_day_admission,admission_type_urgent,0.20070247397396998,-1.0
4523,admission_type_urgent,admission_type_surgical_same_day_admission,0.20070247397396998,-1.0
5204,norepinephrine,po2_min,0.1998274930008547,-1.0
3532,po2_min,norepinephrine,0.1998274930008547,-1.0
3597,po2_max,admission_type_ew_emer,0.19883477378957018,-1.0
4281,admission_type_ew_emer,po2_max,0.19883477378957018,-1.0
5589,albumin,po2_min,0.1984862800368889,-1.0
3537,po2_min,albumin,0.1984862800368889,-1.0
843,nbpm_max,bilirubin,0.1981964361685782,1.0
5631,bilirubin,nbpm_max,0.1981964361685782,1.0
2032,creatinine_max,bicarbonate_max,0.19816356813214903,-1.0
2336,bicarbonate_max,creatinine_max,0.19816356813214903,-1.0
5170,norepinephrine,nbpd_min,0.19727259562117597,-1.0
914,nbpd_min,norepinephrine,0.19727259562117597,-1.0
781,nbpm_max,nbpd_min,0.19718542508314724,1.0
857,nbpd_min,nbpm_max,0.19718542508314724,1.0
2306,bicarbonate_min,bilirubin,0.19711629479436404,-1.0
5650,bilirubin,bicarbonate_min,0.19711629479436404,-1.0
2,n_stays,suspected_infection,0.1964664598266522,1.0
154,suspected_infection,n_stays,0.1964664598266522,1.0
5643,bilirubin,bun_max,0.19538333034326913,1.0
1767,bun_max,bilirubin,0.19538333034326913,1.0
2305,bicarbonate_min,albumin,0.19459823596836712,-1.0
5573,albumin,bicarbonate_min,0.19459823596836712,-1.0
5820,abpd,po2_min,0.19445482065132128,1.0
3540,po2_min,abpd,0.19445482065132128,1.0
5743,abps,po2_min,0.19398025484948564,1.0
3539,po2_min,abps,0.19398025484948564,1.0
3314,pco2_min,weight,0.1939545028788631,1.0
274,weight,pco2_min,0.1939545028788631,1.0
2044,creatinine_max,ph_max,0.1933351231361952,-1.0
3260,ph_max,creatinine_max,0.1933351231361952,-1.0
1955,creatinine_min,bicarbonate_max,0.19322799751503755,-1.0
2335,bicarbonate_max,creatinine_min,0.19322799751503755,-1.0
4457,admission_type_surgical_same_day_admission,phenylephrine,0.19269757751350286,1.0
5293,phenylephrine,admission_type_surgical_same_day_admission,0.19269757751350286,1.0
2459,potassium_min,albumin,0.19268605457177937,-1.0
5575,albumin,potassium_min,0.19268605457177937,-1.0
5897,abpm,po2_min,0.192089210378757,1.0
3541,po2_min,abpm,0.192089210378757,1.0
4136,admission_type_elective,admission_type_ew_emer,0.19176112059201886,-1.0
4288,admission_type_ew_emer,admission_type_elective,0.19176112059201886,-1.0
1160,rr_min,heart_rate_min,0.19129627652914066,1.0
400,heart_rate_min,rr_min,0.19129627652914066,1.0
1087,nbps_max,nbpm_min,0.19098291943991602,1.0
707,nbpm_min,nbps_max,0.19098291943991602,1.0
973,nbpd_max,urineoutput,0.18990204948244652,1.0
3785,urineoutput,nbpd_max,0.18990204948244652,1.0
4297,admission_type_ew_emer,ventilation_status_oxygen,0.18987713405068055,-1.0
4829,ventilation_status_oxygen,admission_type_ew_emer,0.18987713405068055,-1.0
3716,sofa,platelet_max,0.18918372696034516,-1.0
1588,platelet_max,sofa,0.18918372696034516,-1.0
3783,urineoutput,nbpm_max,0.18874321267551192,1.0
819,nbpm_max,urineoutput,0.18874321267551192,1.0
3334,pco2_min,calcium_min,0.18788265955340433,1.0
1814,calcium_min,pco2_min,0.18788265955340433,1.0
98,anchor_age,bun_min,0.18742717358597297,1.0
1618,bun_min,anchor_age,0.18742717358597297,1.0
2387,potassium_min,n_stays,0.1873280549436544,-1.0
31,n_stays,potassium_min,0.1873280549436544,-1.0
1967,creatinine_min,ph_max,0.18678574749361318,-1.0
3259,ph_max,creatinine_min,0.18678574749361318,-1.0
5612,albumin,phenylephrine,0.18652991280222023,-1.0
5308,phenylephrine,albumin,0.18652991280222023,-1.0
5817,abpd,ph_max,0.18604123723582858,1.0
3309,ph_max,abpd,0.18604123723582858,1.0
632,temperature_max,rr_max,0.1860263007509788,1.0
1240,rr_max,temperature_max,0.1860263007509788,1.0
